YearEnd,COUNT(LocationDesc),LocationDesc,Question,AVG(DataValue),StratificationCategory1,Stratification1
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,28.3,Race/Ethnicity,African American
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,25.7,Gender,Female
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,24.9,Race/Ethnicity,Hispanic
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,21.8,Gender,Male
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,11.75,Race/Ethnicity,Multiracial
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,19.3,Race/Ethnicity,Other
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,23.85,Overall,Overall
2015,2,Maryland,No leisure-time physical activity among adults aged >= 18 years,21.3,Race/Ethnicity,Caucasian
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,34,Race/Ethnicity,African American
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,27.7,Gender,Female
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,43.45,Race/Ethnicity,Hispanic
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,24.6,Gender,Male
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,21.2,Race/Ethnicity,Multiracial
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,27.25,Race/Ethnicity,Other
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,26.25,Overall,Overall
2015,2,Massachusetts,No leisure-time physical activity among adults aged >= 18 years,23,Race/Ethnicity,Caucasian
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,30.25,Race/Ethnicity,African American
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,26.85,Gender,Female
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,33.25,Race/Ethnicity,Hispanic
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,23.5,Gender,Male
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,22.5,Race/Ethnicity,Multiracial
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,26.45,Race/Ethnicity,Other
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,25.25,Overall,Overall
2015,2,Michigan,No leisure-time physical activity among adults aged >= 18 years,23.8,Race/Ethnicity,Caucasian
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,27.9,Race/Ethnicity,African American
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,20.9,Gender,Female
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,35.1,Race/Ethnicity,Hispanic
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,22.15,Gender,Male
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,27.3,Race/Ethnicity,Multiracial
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,20.5,Race/Ethnicity,Other
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,21.55,Overall,Overall
2015,2,Minnesota,No leisure-time physical activity among adults aged >= 18 years,20.6,Race/Ethnicity,Caucasian
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,37.45,Race/Ethnicity,African American
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,38.9,Gender,Female
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,33.9,Gender,Male
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,34.05,Race/Ethnicity,Other
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,36.5,Overall,Overall
2015,2,Mississippi,No leisure-time physical activity among adults aged >= 18 years,35.7,Race/Ethnicity,Caucasian
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,34.5,Race/Ethnicity,African American
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,26.6,Gender,Female
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,32.15,Race/Ethnicity,Hispanic
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,26.65,Gender,Male
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,27.1,Race/Ethnicity,Multiracial
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,23.5,Race/Ethnicity,Other
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,26.65,Overall,Overall
2015,2,Missouri,No leisure-time physical activity among adults aged >= 18 years,25.6,Race/Ethnicity,Caucasian
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,21.9,Gender,Female
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,22.6,Race/Ethnicity,Hispanic
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,22.45,Gender,Male
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,28.4,Race/Ethnicity,Multiracial
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,34,Race/Ethnicity,Other
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,22.2,Overall,Overall
2015,2,Montana,No leisure-time physical activity among adults aged >= 18 years,21.25,Race/Ethnicity,Caucasian
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,25.65,Race/Ethnicity,African American
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,24.95,Gender,Female
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,35,Race/Ethnicity,Hispanic
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,25.35,Gender,Male
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,24.1,Race/Ethnicity,Multiracial
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,29.4,Race/Ethnicity,Other
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,25.1,Overall,Overall
2015,2,Nebraska,No leisure-time physical activity among adults aged >= 18 years,23.85,Race/Ethnicity,Caucasian
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,26.25,Race/Ethnicity,African American
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,28.35,Gender,Female
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,27.4,Race/Ethnicity,Hispanic
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,20.8,Gender,Male
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,13.1,Race/Ethnicity,Multiracial
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,20.2,Race/Ethnicity,Other
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,24.6,Overall,Overall
2015,2,Nevada,No leisure-time physical activity among adults aged >= 18 years,23.45,Race/Ethnicity,Caucasian
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,22.55,Gender,Female
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,24.45,Race/Ethnicity,Hispanic
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,22.25,Gender,Male
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,31.15,Race/Ethnicity,Multiracial
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,25.4,Race/Ethnicity,Other
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,22.35,Overall,Overall
2015,2,New Hampshire,No leisure-time physical activity among adults aged >= 18 years,21.9,Race/Ethnicity,Caucasian
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,30.6,Race/Ethnicity,African American
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,29.25,Gender,Female
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,37.5,Race/Ethnicity,Hispanic
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,24.55,Gender,Male
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,25.4,Race/Ethnicity,Multiracial
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,24.1,Race/Ethnicity,Other
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,27,Overall,Overall
2015,2,New Jersey,No leisure-time physical activity among adults aged >= 18 years,22.9,Race/Ethnicity,Caucasian
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,30.5,Race/Ethnicity,African American
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,23.4,Gender,Female
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,23.75,Race/Ethnicity,Hispanic
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,21.4,Gender,Male
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,20.8,Race/Ethnicity,Other
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,22.4,Overall,Overall
2015,2,New Mexico,No leisure-time physical activity among adults aged >= 18 years,21.55,Race/Ethnicity,Caucasian
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,31.55,Race/Ethnicity,African American
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,31.6,Gender,Female
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,40.35,Race/Ethnicity,Hispanic
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,26.75,Gender,Male
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,28.25,Race/Ethnicity,Multiracial
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,27.55,Race/Ethnicity,Other
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,29.25,Overall,Overall
2015,2,New York,No leisure-time physical activity among adults aged >= 18 years,25.45,Race/Ethnicity,Caucasian
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,29.35,Race/Ethnicity,African American
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,26.7,Gender,Female
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,29.9,Race/Ethnicity,Hispanic
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,24.95,Gender,Male
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,15.95,Race/Ethnicity,Multiracial
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,27.8,Race/Ethnicity,Other
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,25.95,Overall,Overall
2015,2,North Carolina,No leisure-time physical activity among adults aged >= 18 years,24.3,Race/Ethnicity,Caucasian
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,25.15,Gender,Female
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,28.15,Gender,Male
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,10.55,Race/Ethnicity,Multiracial
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,29.05,Race/Ethnicity,Other
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,26.7,Overall,Overall
2015,2,North Dakota,No leisure-time physical activity among adults aged >= 18 years,26.75,Race/Ethnicity,Caucasian
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,32.5,Race/Ethnicity,African American
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,27.45,Gender,Female
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,28.15,Race/Ethnicity,Hispanic
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,25.75,Gender,Male
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,33.75,Race/Ethnicity,Multiracial
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,25.45,Race/Ethnicity,Other
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,26.65,Overall,Overall
2015,2,Ohio,No leisure-time physical activity among adults aged >= 18 years,25.75,Race/Ethnicity,Caucasian
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,36.55,Race/Ethnicity,African American
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,32.75,Gender,Female
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,32.3,Race/Ethnicity,Hispanic
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,33.2,Gender,Male
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,34.2,Race/Ethnicity,Multiracial
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,37.95,Race/Ethnicity,Other
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,32.95,Overall,Overall
2015,2,Oklahoma,No leisure-time physical activity among adults aged >= 18 years,31.9,Race/Ethnicity,Caucasian
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,17.9,Gender,Female
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,33.85,Race/Ethnicity,Hispanic
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,19,Gender,Male
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,18.45,Race/Ethnicity,Multiracial
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,11.05,Race/Ethnicity,Other
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,18.5,Overall,Overall
2015,2,Oregon,No leisure-time physical activity among adults aged >= 18 years,17.25,Race/Ethnicity,Caucasian
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,29.5,Race/Ethnicity,African American
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,29.05,Gender,Female
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,30.4,Race/Ethnicity,Hispanic
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,25.75,Gender,Male
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,36.8,Race/Ethnicity,Multiracial
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,31.5,Race/Ethnicity,Other
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,27.4,Overall,Overall
2015,2,Pennsylvania,No leisure-time physical activity among adults aged >= 18 years,26.5,Race/Ethnicity,Caucasian
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,52.1,Gender,Female
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,47.7,Race/Ethnicity,Hispanic
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,42.85,Gender,Male
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Other
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,47.8,Overall,Overall
2015,2,Puerto Rico,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Caucasian
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,28.45,Race/Ethnicity,African American
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,29.3,Gender,Female
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,41.4,Race/Ethnicity,Hispanic
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,26.15,Gender,Male
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,12.1,Race/Ethnicity,Multiracial
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,33.75,Race/Ethnicity,Other
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,27.85,Overall,Overall
2015,2,Rhode Island,No leisure-time physical activity among adults aged >= 18 years,24.45,Race/Ethnicity,Caucasian
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,30.45,Race/Ethnicity,African American
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,28.85,Gender,Female
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,30.7,Race/Ethnicity,Hispanic
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,23.8,Gender,Male
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,29.85,Race/Ethnicity,Multiracial
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,28.45,Race/Ethnicity,Other
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,26.4,Overall,Overall
2015,2,South Carolina,No leisure-time physical activity among adults aged >= 18 years,23.9,Race/Ethnicity,Caucasian
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,20.65,Gender,Female
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,21.7,Gender,Male
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,11.3,Race/Ethnicity,Multiracial
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,21.3,Race/Ethnicity,Other
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,21.2,Overall,Overall
2015,2,South Dakota,No leisure-time physical activity among adults aged >= 18 years,21.6,Race/Ethnicity,Caucasian
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,31.9,Race/Ethnicity,African American
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,31.3,Gender,Female
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,13.9,Race/Ethnicity,Hispanic
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,28.55,Gender,Male
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,33.6,Race/Ethnicity,Multiracial
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,11.45,Race/Ethnicity,Other
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,30.05,Overall,Overall
2015,2,Tennessee,No leisure-time physical activity among adults aged >= 18 years,29.8,Race/Ethnicity,Caucasian
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,33.05,Race/Ethnicity,African American
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,31.05,Gender,Female
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,33.4,Race/Ethnicity,Hispanic
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,27.85,Gender,Male
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,27.05,Race/Ethnicity,Multiracial
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,23.3,Race/Ethnicity,Other
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,29.45,Overall,Overall
2015,2,Texas,No leisure-time physical activity among adults aged >= 18 years,26.3,Race/Ethnicity,Caucasian
2015,2,United States,No leisure-time physical activity among adults aged >= 18 years,26.2,Gender,Female
2015,2,United States,No leisure-time physical activity among adults aged >= 18 years,24.7,Gender,Male
2015,2,United States,No leisure-time physical activity among adults aged >= 18 years,25.8,Overall,Overall
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,21,Gender,Female
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,29.05,Race/Ethnicity,Hispanic
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,19.85,Gender,Male
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,16.15,Race/Ethnicity,Multiracial
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,21.75,Race/Ethnicity,Other
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,20.45,Overall,Overall
2015,2,Utah,No leisure-time physical activity among adults aged >= 18 years,18.95,Race/Ethnicity,Caucasian
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,21.6,Gender,Female
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,12.7,Race/Ethnicity,Hispanic
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,21.95,Gender,Male
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,10.55,Race/Ethnicity,Multiracial
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,22.75,Race/Ethnicity,Other
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,21.8,Overall,Overall
2015,2,Vermont,No leisure-time physical activity among adults aged >= 18 years,21.75,Race/Ethnicity,Caucasian
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Gender,Female
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Gender,Male
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Other
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Overall,Overall
2015,2,Virgin Islands,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Caucasian
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,30.8,Race/Ethnicity,African American
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,25.55,Gender,Female
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,31.3,Race/Ethnicity,Hispanic
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,24.5,Gender,Male
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,24.25,Race/Ethnicity,Multiracial
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,25.05,Race/Ethnicity,Other
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,25.05,Overall,Overall
2015,2,Virginia,No leisure-time physical activity among adults aged >= 18 years,22.65,Race/Ethnicity,Caucasian
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,24.35,Race/Ethnicity,African American
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,19.45,Gender,Female
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,24.35,Race/Ethnicity,Hispanic
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,18.25,Gender,Male
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,19.3,Race/Ethnicity,Multiracial
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,19.6,Race/Ethnicity,Other
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,18.85,Overall,Overall
2015,2,Washington,No leisure-time physical activity among adults aged >= 18 years,17.6,Race/Ethnicity,Caucasian
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,33.55,Race/Ethnicity,African American
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,32.15,Gender,Female
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,28.15,Gender,Male
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,22.85,Race/Ethnicity,Multiracial
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,25.95,Race/Ethnicity,Other
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,30.2,Overall,Overall
2015,2,West Virginia,No leisure-time physical activity among adults aged >= 18 years,30.25,Race/Ethnicity,Caucasian
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,35.05,Race/Ethnicity,African American
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,21.15,Gender,Female
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,30.9,Race/Ethnicity,Hispanic
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,21.65,Gender,Male
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,23.95,Race/Ethnicity,Multiracial
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,21.95,Race/Ethnicity,Other
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,21.4,Overall,Overall
2015,2,Wisconsin,No leisure-time physical activity among adults aged >= 18 years,20.25,Race/Ethnicity,Caucasian
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,26.6,Gender,Female
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,34.95,Race/Ethnicity,Hispanic
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,25.6,Gender,Male
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,21.95,Race/Ethnicity,Other
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,26.1,Overall,Overall
2015,2,Wyoming,No leisure-time physical activity among adults aged >= 18 years,25.05,Race/Ethnicity,Caucasian
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,23.6,Race/Ethnicity,African American
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,22.45,Gender,Female
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30.85,Gender,Male
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,24.95,Race/Ethnicity,Other
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.45,Overall,Overall
2013,2,Alabama,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,27.95,Race/Ethnicity,Caucasian
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30.15,Race/Ethnicity,African American
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,35.1,Gender,Female
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.6,Race/Ethnicity,Hispanic
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,36.75,Gender,Male
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,28.25,Race/Ethnicity,Multiracial
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,33.6,Race/Ethnicity,Other
2013,2,Alaska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,35.95,Overall,Overall
